source,target,value,sourcecont,targetcont
Senegal,Jordan,4.0,AF,AS
Senegal,Jordan,9.0,AF,AS
Guinea-Bissau,Jordan,1239.0,AF,AS
Algeria,Kazakhstan,2.0,AF,AS
Egypt,Kazakhstan,2996.0,AF,AS
Ethiopia,Kazakhstan,32.0,AF,AS
Kenya,Kazakhstan,46868.0,AF,AS
Morocco,Kazakhstan,627.0,AF,AS
Morocco,Kazakhstan,16.0,AF,AS
South Africa,Kazakhstan,1060.0,AF,AS
South Africa,Kazakhstan,114.0,AF,AS
Tunisia,Kazakhstan,78.0,AF,AS
Tunisia,Kazakhstan,377.0,AF,AS
Uganda,Kazakhstan,126.0,AF,AS
Burundi,Kazakhstan,11.0,AF,AS
Comoros,Kazakhstan,9.0,AF,AS
Ghana,Kazakhstan,28526.0,AF,AS
Madagascar,Kazakhstan,18.0,AF,AS
Malawi,Kazakhstan,1392.0,AF,AS
Nigeria,Kazakhstan,17.0,AF,AS
Zimbabwe,Kazakhstan,1138.0,AF,AS
Namibia,Kazakhstan,1.0,AF,AS
Mozambique,Kazakhstan,1307.0,AF,AS
Zambia,Kazakhstan,758.0,AF,AS
Algeria,Kenya,1202.0,AF,AF
Ethiopia,Kenya,12509.0,AF,AF
Morocco,Kenya,177.0,AF,AF
South Africa,Kenya,54233.0,AF,AF
Tunisia,Kenya,57.0,AF,AF
Ghana,Kenya,30.0,AF,AF
Madagascar,Kenya,6095.0,AF,AF
Zimbabwe,Kenya,11010.0,AF,AF
Namibia,Kenya,246.0,AF,AF
Mauritius,Kenya,24769.0,AF,AF
Seychelles,Kenya,1.0,AF,AF
Morocco,Kiribati,7.0,AF,OC
Mali,Kiribati,59.0,AF,OC
Mauritius,Kiribati,62.0,AF,OC
Algeria,Kuwait,245.0,AF,AS
Algeria,Kuwait,180.0,AF,AS
Cameroon,Kuwait,9.0,AF,AS
Egypt,Kuwait,228904.0,AF,AS
Egypt,Kuwait,1931.0,AF,AS
Ethiopia,Kuwait,2684.0,AF,AS
Ethiopia,Kuwait,849.0,AF,AS
Kenya,Kuwait,3854.0,AF,AS
Morocco,Kuwait,4928.0,AF,AS
Morocco,Kuwait,3044.0,AF,AS
South Africa,Kuwait,62920.0,AF,AS
South Africa,Kuwait,52574.0,AF,AS
Tunisia,Kuwait,2172.0,AF,AS
Tunisia,Kuwait,1601.0,AF,AS
Uganda,Kuwait,138.0,AF,AS
Benin,Kuwait,9.0,AF,AS
Burkina Faso,Kuwait,2.0,AF,AS
Comoros,Kuwait,194.0,AF,AS
Ghana,Kuwait,882.0,AF,AS
Guinea,Kuwait,20.0,AF,AS
Madagascar,Kuwait,471.0,AF,AS
Madagascar,Kuwait,127.0,AF,AS
Malawi,Kuwait,86.0,AF,AS
Niger,Kuwait,3.0,AF,AS
Nigeria,Kuwait,599.0,AF,AS
Zimbabwe,Kuwait,66.0,AF,AS
Namibia,Kuwait,14.0,AF,AS
Congo,Kuwait,447.0,AF,AS
Mozambique,Kuwait,1470.0,AF,AS
Rwanda,Kuwait,13.0,AF,AS
Sierra Leone,Kuwait,5.0,AF,AS
Mali,Kuwait,88.0,AF,AS
Mali,Kuwait,7.0,AF,AS
Mauritius,Kuwait,362.0,AF,AS
Mauritius,Kuwait,85.0,AF,AS
Equatorial Guinea,Kuwait,19.0,AF,AS
Seychelles,Kuwait,4.0,AF,AS
Somalia,Kuwait,207.0,AF,AS
Zambia,Kuwait,1.0,AF,AS
Senegal,Kuwait,2.0,AF,AS
Central African Republic,Kuwait,88.0,AF,AS
Botswana,Kuwait,1.0,AF,AS
Egypt,Kyrgyzstan,100.0,AF,AS
Ethiopia,Kyrgyzstan,1.0,AF,AS
Kenya,Kyrgyzstan,2029.0,AF,AS
Morocco,Kyrgyzstan,222.0,AF,AS
South Africa,Kyrgyzstan,15.0,AF,AS
Tunisia,Kyrgyzstan,1.0,AF,AS
Nigeria,Kyrgyzstan,1.0,AF,AS
Egypt,Latvia,1479.0,AF,EU
Kenya,Latvia,85.0,AF,EU
Morocco,Latvia,147.0,AF,EU
Morocco,Latvia,303.0,AF,EU
South Africa,Latvia,732.0,AF,EU
South Africa,Latvia,3159.0,AF,EU
Tunisia,Latvia,3.0,AF,EU
Tunisia,Latvia,74.0,AF,EU
Uganda,Latvia,210.0,AF,EU
Comoros,Latvia,53.0,AF,EU
Ghana,Latvia,1154.0,AF,EU
Guinea,Latvia,54.0,AF,EU
Madagascar,Latvia,25.0,AF,EU
Madagascar,Latvia,412.0,AF,EU
Nigeria,Latvia,48.0,AF,EU
Mauritius,Latvia,110.0,AF,EU
Mauritius,Latvia,80.0,AF,EU
Algeria,Lebanon,13189.0,AF,AS
Algeria,Lebanon,12697.0,AF,AS
Cameroon,Lebanon,66.0,AF,AS
Egypt,Lebanon,157259.0,AF,AS
Egypt,Lebanon,1657.0,AF,AS
Ethiopia,Lebanon,1152.0,AF,AS
Ethiopia,Lebanon,388.0,AF,AS
Kenya,Lebanon,752.0,AF,AS
Morocco,Lebanon,37057.0,AF,AS
Morocco,Lebanon,46626.0,AF,AS
South Africa,Lebanon,3152.0,AF,AS
South Africa,Lebanon,3930.0,AF,AS
Tunisia,Lebanon,3741.0,AF,AS
Tunisia,Lebanon,2489.0,AF,AS
Uganda,Lebanon,48.0,AF,AS
Benin,Lebanon,112.0,AF,AS
Burkina Faso,Lebanon,107.0,AF,AS
Comoros,Lebanon,7.0,AF,AS
Ghana,Lebanon,5486.0,AF,AS
Ghana,Lebanon,258.0,AF,AS
Guinea,Lebanon,1.0,AF,AS
Madagascar,Lebanon,390.0,AF,AS
Madagascar,Lebanon,111.0,AF,AS
Malawi,Lebanon,1620.0,AF,AS
Niger,Lebanon,1592.0,AF,AS
Nigeria,Lebanon,717.0,AF,AS
Togo,Lebanon,119.0,AF,AS
Togo,Lebanon,165.0,AF,AS
Zimbabwe,Lebanon,1935.0,AF,AS
Mozambique,Lebanon,3398.0,AF,AS
Sierra Leone,Lebanon,562.0,AF,AS
Mali,Lebanon,6.0,AF,AS
Mali,Lebanon,13.0,AF,AS
Mauritius,Lebanon,70.0,AF,AS
Mauritius,Lebanon,31.0,AF,AS
Liberia,Lebanon,10.0,AF,AS
Mauritania,Lebanon,2.0,AF,AS
Somalia,Lebanon,155.0,AF,AS
Angola,Lebanon,350.0,AF,AS
Senegal,Lebanon,30.0,AF,AS
Senegal,Lebanon,12.0,AF,AS
Egypt,Lithuania,6463.0,AF,EU
Ethiopia,Lithuania,348.0,AF,EU
Ethiopia,Lithuania,391.0,AF,EU
Kenya,Lithuania,46.0,AF,EU
Morocco,Lithuania,4643.0,AF,EU
Morocco,Lithuania,2009.0,AF,EU
South Africa,Lithuania,3300.0,AF,EU
South Africa,Lithuania,3343.0,AF,EU
Tunisia,Lithuania,35.0,AF,EU
Tunisia,Lithuania,32.0,AF,EU
Uganda,Lithuania,823.0,AF,EU
Guinea,Lithuania,55.0,AF,EU
Malawi,Lithuania,4902.0,AF,EU
Zimbabwe,Lithuania,174.0,AF,EU
Namibia,Lithuania,174.0,AF,EU
Namibia,Lithuania,124.0,AF,EU
Mozambique,Lithuania,8852.0,AF,EU
Mauritius,Lithuania,72.0,AF,EU
Cameroon,Luxembourg,5441.0,AF,EU
Egypt,Luxembourg,11.0,AF,EU
Kenya,Luxembourg,45.0,AF,EU
Morocco,Luxembourg,45.0,AF,EU
Morocco,Luxembourg,45.0,AF,EU
South Africa,Luxembourg,3335.0,AF,EU
South Africa,Luxembourg,1672.0,AF,EU
Tunisia,Luxembourg,23.0,AF,EU
Tunisia,Luxembourg,1.0,AF,EU
Burkina Faso,Luxembourg,324.0,AF,EU
Ghana,Luxembourg,1588.0,AF,EU
Ghana,Luxembourg,1.0,AF,EU
Madagascar,Luxembourg,20.0,AF,EU
Madagascar,Luxembourg,12.0,AF,EU
Mali,Luxembourg,10.0,AF,EU
Mauritius,Luxembourg,3.0,AF,EU
Algeria,Madagascar,4.0,AF,AF
Cameroon,Madagascar,399.0,AF,AF
Egypt,Madagascar,40229.0,AF,AF
Ethiopia,Madagascar,2.0,AF,AF
Ethiopia,Madagascar,60.0,AF,AF
Kenya,Madagascar,222.0,AF,AF
Morocco,Madagascar,88.0,AF,AF
Morocco,Madagascar,287.0,AF,AF
South Africa,Madagascar,14483.0,AF,AF
South Africa,Madagascar,10854.0,AF,AF
Tunisia,Madagascar,1909.0,AF,AF
Tunisia,Madagascar,2426.0,AF,AF
Burkina Faso,Madagascar,3.0,AF,AF
Ghana,Madagascar,50.0,AF,AF
Ghana,Madagascar,29.0,AF,AF
Guinea,Madagascar,65.0,AF,AF
Malawi,Madagascar,75.0,AF,AF
Zimbabwe,Madagascar,1536.0,AF,AF
Zimbabwe,Madagascar,130.0,AF,AF
Congo,Madagascar,1.0,AF,AF
Mozambique,Madagascar,158.0,AF,AF
Mali,Madagascar,155.0,AF,AF
Mauritius,Madagascar,19344.0,AF,AF
Mauritius,Madagascar,30097.0,AF,AF
Seychelles,Madagascar,8.0,AF,AF
Seychelles,Madagascar,7.0,AF,AF
Zambia,Madagascar,191.0,AF,AF
South Africa,Malawi,168.0,AF,AF
South Africa,Malawi,53683.0,AF,AF
Zimbabwe,Malawi,816.0,AF,AF
Namibia,Malawi,122.0,AF,AF
Mauritius,Malawi,91.0,AF,AF
Algeria,Malaysia,287.0,AF,AS
Algeria,Malaysia,210.0,AF,AS
Cameroon,Malaysia,65733.0,AF,AS
Egypt,Malaysia,40583.0,AF,AS
Ethiopia,Malaysia,783.0,AF,AS
Ethiopia,Malaysia,3104.0,AF,AS
Kenya,Malaysia,6279.0,AF,AS
Morocco,Malaysia,632.0,AF,AS
Morocco,Malaysia,1013.0,AF,AS
South Africa,Malaysia,134141.0,AF,AS
South Africa,Malaysia,100046.0,AF,AS
Tunisia,Malaysia,14797.0,AF,AS
Tunisia,Malaysia,15331.0,AF,AS
Uganda,Malaysia,20651.0,AF,AS
Benin,Malaysia,53773.0,AF,AS
Burkina Faso,Malaysia,7932.0,AF,AS
Burkina Faso,Malaysia,1635.0,AF,AS
Comoros,Malaysia,168.0,AF,AS
Ghana,Malaysia,159262.0,AF,AS
Ghana,Malaysia,211820.0,AF,AS
Guinea,Malaysia,3073.0,AF,AS
Madagascar,Malaysia,3591.0,AF,AS
Madagascar,Malaysia,615.0,AF,AS
Malawi,Malaysia,4284.0,AF,AS
Niger,Malaysia,227.0,AF,AS
Niger,Malaysia,102948.0,AF,AS
Nigeria,Malaysia,50112.0,AF,AS
Togo,Malaysia,2040.0,AF,AS
Togo,Malaysia,16863.0,AF,AS
Zimbabwe,Malaysia,2884.0,AF,AS
Namibia,Malaysia,2.0,AF,AS
Namibia,Malaysia,580.0,AF,AS
Congo,Malaysia,2239.0,AF,AS
Djibouti,Malaysia,124.0,AF,AS
Mozambique,Malaysia,2471.0,AF,AS
Sierra Leone,Malaysia,2.0,AF,AS
Mali,Malaysia,497.0,AF,AS
Mali,Malaysia,52681.0,AF,AS
Mauritius,Malaysia,47.0,AF,AS
Mauritius,Malaysia,2192.0,AF,AS
Liberia,Malaysia,14535.0,AF,AS
Seychelles,Malaysia,1006.0,AF,AS
Seychelles,Malaysia,2642.0,AF,AS
Zambia,Malaysia,780.0,AF,AS
Senegal,Malaysia,232.0,AF,AS
Algeria,Maldives,1.0,AF,AS
Egypt,Maldives,2587.0,AF,AS
Kenya,Maldives,114.0,AF,AS
South Africa,Maldives,4215.0,AF,AS
South Africa,Maldives,3741.0,AF,AS
Tunisia,Maldives,110.0,AF,AS
Tunisia,Maldives,125.0,AF,AS
Uganda,Maldives,637.0,AF,AS
Ghana,Maldives,2.0,AF,AS
Mozambique,Maldives,2.0,AF,AS
Mauritius,Maldives,25.0,AF,AS
Mauritius,Maldives,18.0,AF,AS
Liberia,Maldives,14.0,AF,AS
Gambia,Maldives,237.0,AF,AS
Algeria,Mali,1711.0,AF,AF
Algeria,Mali,141.0,AF,AF
Egypt,Mali,664.0,AF,AF
Egypt,Mali,14.0,AF,AF
Ethiopia,Mali,38.0,AF,AF
Morocco,Mali,8297.0,AF,AF
Morocco,Mali,9766.0,AF,AF
South Africa,Mali,55647.0,AF,AF
South Africa,Mali,26026.0,AF,AF
Tunisia,Mali,331.0,AF,AF
Tunisia,Mali,1090.0,AF,AF
Uganda,Mali,34.0,AF,AF
Benin,Mali,517.0,AF,AF
Benin,Mali,178.0,AF,AF
Burkina Faso,Mali,2161.0,AF,AF
Burkina Faso,Mali,11003.0,AF,AF
Ghana,Mali,1080.0,AF,AF
Ghana,Mali,3202.0,AF,AF
Guinea,Mali,331.0,AF,AF
Guinea,Mali,151.0,AF,AF
Niger,Mali,285.0,AF,AF
Niger,Mali,309.0,AF,AF
Nigeria,Mali,133.0,AF,AF
Togo,Mali,3713.0,AF,AF
Togo,Mali,6434.0,AF,AF
Gabon,Mali,6.0,AF,AF
Mozambique,Mali,36.0,AF,AF
Mauritania,Mali,3439.0,AF,AF
Mauritania,Mali,49.0,AF,AF
Angola,Mali,9.0,AF,AF
Senegal,Mali,54429.0,AF,AF
Senegal,Mali,97596.0,AF,AF
Gambia,Mali,56.0,AF,AF
Gambia,Mali,2127.0,AF,AF
Algeria,Malta,74.0,AF,EU
Egypt,Malta,1029.0,AF,EU
Ethiopia,Malta,6.0,AF,EU
Ethiopia,Malta,8.0,AF,EU
Kenya,Malta,162.0,AF,EU
Morocco,Malta,927.0,AF,EU
Morocco,Malta,1205.0,AF,EU
South Africa,Malta,1237.0,AF,EU
South Africa,Malta,1132.0,AF,EU
Tunisia,Malta,282.0,AF,EU
Tunisia,Malta,85.0,AF,EU
Nigeria,Malta,2.0,AF,EU
Zimbabwe,Malta,86.0,AF,EU
Namibia,Malta,812.0,AF,EU
Namibia,Malta,29.0,AF,EU
Sierra Leone,Malta,6.0,AF,EU
Mauritius,Malta,11.0,AF,EU
Mauritius,Malta,8.0,AF,EU
Zambia,Malta,1.0,AF,EU
Senegal,Malta,7.0,AF,EU
Botswana,Malta,476.0,AF,EU
Botswana,Malta,568.0,AF,EU
Algeria,Mauritania,2955.0,AF,AF
Algeria,Mauritania,37911.0,AF,AF
Egypt,Mauritania,3819.0,AF,AF
Kenya,Mauritania,85.0,AF,AF
Morocco,Mauritania,26805.0,AF,AF
Morocco,Mauritania,51513.0,AF,AF
South Africa,Mauritania,108.0,AF,AF
South Africa,Mauritania,711.0,AF,AF
Tunisia,Mauritania,1605.0,AF,AF
Tunisia,Mauritania,4330.0,AF,AF
Uganda,Mauritania,24.0,AF,AF
Benin,Mauritania,119.0,AF,AF
Benin,Mauritania,404.0,AF,AF
Burkina Faso,Mauritania,106.0,AF,AF
Ghana,Mauritania,7.0,AF,AF
Ghana,Mauritania,84.0,AF,AF
Guinea,Mauritania,99.0,AF,AF
Niger,Mauritania,181.0,AF,AF
Nigeria,Mauritania,215.0,AF,AF
Namibia,Mauritania,19.0,AF,AF
Mali,Mauritania,229.0,AF,AF
Mali,Mauritania,4010.0,AF,AF
Senegal,Mauritania,2801.0,AF,AF
Senegal,Mauritania,14788.0,AF,AF
Gambia,Mauritania,5.0,AF,AF
Guinea-Bissau,Mauritania,1.0,AF,AF
Algeria,Mauritius,56.0,AF,AF
Algeria,Mauritius,19.0,AF,AF
Cameroon,Mauritius,1224.0,AF,AF
Egypt,Mauritius,13893.0,AF,AF
Ethiopia,Mauritius,52.0,AF,AF
Kenya,Mauritius,32173.0,AF,AF
Morocco,Mauritius,560.0,AF,AF
Morocco,Mauritius,519.0,AF,AF
South Africa,Mauritius,107740.0,AF,AF
South Africa,Mauritius,74785.0,AF,AF
Tunisia,Mauritius,946.0,AF,AF
Tunisia,Mauritius,827.0,AF,AF
Uganda,Mauritius,237.0,AF,AF
Benin,Mauritius,1791.0,AF,AF
Benin,Mauritius,666.0,AF,AF
Burkina Faso,Mauritius,1750.0,AF,AF
Comoros,Mauritius,2988.0,AF,AF
Ghana,Mauritius,167.0,AF,AF
Ghana,Mauritius,31.0,AF,AF
Madagascar,Mauritius,34980.0,AF,AF
Madagascar,Mauritius,37072.0,AF,AF
Malawi,Mauritius,456.0,AF,AF
Togo,Mauritius,451.0,AF,AF
Zimbabwe,Mauritius,208.0,AF,AF
Namibia,Mauritius,44.0,AF,AF
Namibia,Mauritius,29.0,AF,AF
Gabon,Mauritius,1.0,AF,AF
Mozambique,Mauritius,10147.0,AF,AF
Sierra Leone,Mauritius,1.0,AF,AF
Mali,Mauritius,1012.0,AF,AF
Mali,Mauritius,978.0,AF,AF
Liberia,Mauritius,197.0,AF,AF
Seychelles,Mauritius,8.0,AF,AF
Seychelles,Mauritius,17.0,AF,AF
Zambia,Mauritius,5510.0,AF,AF
Botswana,Mauritius,43.0,AF,AF
Egypt,Mexico,2078.0,AF,
Ethiopia,Mexico,746.0,AF,
Ethiopia,Mexico,1279.0,AF,
Kenya,Mexico,909.0,AF,
Morocco,Mexico,2573.0,AF,
Morocco,Mexico,678.0,AF,
South Africa,Mexico,2028.0,AF,
South Africa,Mexico,1053.0,AF,
Tunisia,Mexico,1196.0,AF,
Tunisia,Mexico,161.0,AF,
Uganda,Mexico,4848.0,AF,
Burkina Faso,Mexico,1.0,AF,
Comoros,Mexico,340.0,AF,
Ghana,Mexico,510.0,AF,
Guinea,Mexico,4.0,AF,
Madagascar,Mexico,779.0,AF,
Madagascar,Mexico,237.0,AF,
Malawi,Mexico,120.0,AF,
Nigeria,Mexico,28036.0,AF,
Togo,Mexico,1.0,AF,
Zimbabwe,Mexico,14.0,AF,
Namibia,Mexico,7.0,AF,
Namibia,Mexico,6.0,AF,
Djibouti,Mexico,400.0,AF,
Mozambique,Mexico,5401.0,AF,
Rwanda,Mexico,208.0,AF,
Mali,Mexico,9.0,AF,
Mauritius,Mexico,12.0,AF,
Lesotho,Mexico,191.0,AF,
Liberia,Mexico,1899.0,AF,
Somalia,Mexico,4.0,AF,
Senegal,Mexico,93.0,AF,
Senegal,Mexico,82.0,AF,
Algeria,Mongolia,2.0,AF,AS
Egypt,Mongolia,80.0,AF,AS
Ethiopia,Mongolia,10.0,AF,AS
Kenya,Mongolia,12.0,AF,AS
Morocco,Mongolia,575.0,AF,AS
South Africa,Mongolia,481.0,AF,AS
Tunisia,Mongolia,1.0,AF,AS
Benin,Mongolia,1.0,AF,AS
Burkina Faso,Mongolia,6.0,AF,AS
Burundi,Mongolia,1.0,AF,AS
Guinea,Mongolia,9.0,AF,AS
Niger,Mongolia,1.0,AF,AS
Nigeria,Mongolia,4.0,AF,AS
Sierra Leone,Mongolia,2.0,AF,AS
Mali,Mongolia,2.0,AF,AS
Mauritius,Mongolia,1.0,AF,AS
Liberia,Mongolia,6.0,AF,AS
Chad,Mongolia,4.0,AF,AS
Guinea-Bissau,Mongolia,3.0,AF,AS
Cameroon,Montenegro,72.0,AF,EU
Egypt,Montenegro,211.0,AF,EU
Ethiopia,Montenegro,14.0,AF,EU
Kenya,Montenegro,133.0,AF,EU
Morocco,Montenegro,21.0,AF,EU
Morocco,Montenegro,631.0,AF,EU
South Africa,Montenegro,759.0,AF,EU
South Africa,Montenegro,494.0,AF,EU
Tunisia,Montenegro,79.0,AF,EU
Tunisia,Montenegro,64.0,AF,EU
Comoros,Montenegro,3.0,AF,EU
Ghana,Montenegro,12.0,AF,EU
Madagascar,Montenegro,10.0,AF,EU
Zimbabwe,Montenegro,194.0,AF,EU
Namibia,Montenegro,1.0,AF,EU
Mauritius,Montenegro,70.0,AF,EU
Zambia,Montenegro,1.0,AF,EU
Senegal,Montenegro,1.0,AF,EU
Algeria,Morocco,3094.0,AF,AF
Algeria,Morocco,2262.0,AF,AF
Cameroon,Morocco,1249.0,AF,AF
Egypt,Morocco,102018.0,AF,AF
Egypt,Morocco,127.0,AF,AF
Ethiopia,Morocco,277.0,AF,AF
Ethiopia,Morocco,257.0,AF,AF
Kenya,Morocco,5189.0,AF,AF
South Africa,Morocco,1945.0,AF,AF
South Africa,Morocco,1181.0,AF,AF
Tunisia,Morocco,68919.0,AF,AF
Tunisia,Morocco,62891.0,AF,AF
Uganda,Morocco,6707.0,AF,AF
Benin,Morocco,1107.0,AF,AF
Benin,Morocco,164.0,AF,AF
Burkina Faso,Morocco,2457.0,AF,AF
Burkina Faso,Morocco,507.0,AF,AF
Ghana,Morocco,5843.0,AF,AF
Ghana,Morocco,2781.0,AF,AF
Guinea,Morocco,21765.0,AF,AF
Madagascar,Morocco,9896.0,AF,AF
Madagascar,Morocco,4334.0,AF,AF
Niger,Morocco,113.0,AF,AF
Niger,Morocco,17.0,AF,AF
Nigeria,Morocco,23554.0,AF,AF
Togo,Morocco,8797.0,AF,AF
Togo,Morocco,5389.0,AF,AF
Zimbabwe,Morocco,417.0,AF,AF
Zimbabwe,Morocco,16.0,AF,AF
Namibia,Morocco,3.0,AF,AF
Congo,Morocco,7001.0,AF,AF
Gabon,Morocco,2512.0,AF,AF
Mozambique,Morocco,745.0,AF,AF
Rwanda,Morocco,59.0,AF,AF
Sierra Leone,Morocco,216.0,AF,AF
Mali,Morocco,3099.0,AF,AF
Mali,Morocco,1992.0,AF,AF
Mauritania,Morocco,2.0,AF,AF
Mauritania,Morocco,181.0,AF,AF
Zambia,Morocco,1.0,AF,AF
Senegal,Morocco,2043.0,AF,AF
Senegal,Morocco,1768.0,AF,AF
Chad,Morocco,180.0,AF,AF
Gambia,Morocco,2.0,AF,AF
Guinea-Bissau,Morocco,112.0,AF,AF
Egypt,Namibia,74.0,AF,AF
Ethiopia,Namibia,25.0,AF,AF
Kenya,Namibia,45.0,AF,AF
South Africa,Namibia,687955.0,AF,AF
South Africa,Namibia,615904.0,AF,AF
Tunisia,Namibia,74.0,AF,AF
Ghana,Namibia,5.0,AF,AF
Niger,Namibia,39.0,AF,AF
Nigeria,Namibia,2.0,AF,AF
Zimbabwe,Namibia,411.0,AF,AF
Zimbabwe,Namibia,10.0,AF,AF
Mauritius,Namibia,182.0,AF,AF
Mauritius,Namibia,31.0,AF,AF
Seychelles,Namibia,1309.0,AF,AF
Zambia,Namibia,9349.0,AF,AF
Angola,Namibia,582.0,AF,AF
Senegal,Namibia,76.0,AF,AF
Botswana,Namibia,1206.0,AF,AF
Botswana,Namibia,1357.0,AF,AF
Ethiopia,Nepal,23.0,AF,AS
Morocco,Nepal,13.0,AF,AS
South Africa,Nepal,414.0,AF,AS
Namibia,Nepal,28.0,AF,AS
Algeria,Netherlands,6050.0,AF,EU
Algeria,Netherlands,5218.0,AF,EU
Cameroon,Netherlands,349116.0,AF,EU
Egypt,Netherlands,178678.0,AF,EU
Egypt,Netherlands,3911.0,AF,EU
Ethiopia,Netherlands,193607.0,AF,EU
Ethiopia,Netherlands,16087.0,AF,EU
Kenya,Netherlands,500156.0,AF,EU
Morocco,Netherlands,182228.0,AF,EU
Morocco,Netherlands,160448.0,AF,EU
South Africa,Netherlands,1061678.0,AF,EU
South Africa,Netherlands,736557.0,AF,EU
Tunisia,Netherlands,10423.0,AF,EU
Tunisia,Netherlands,15559.0,AF,EU
Uganda,Netherlands,75224.0,AF,EU
Benin,Netherlands,3459.0,AF,EU
Benin,Netherlands,2415.0,AF,EU
Burkina Faso,Netherlands,12714.0,AF,EU
Burkina Faso,Netherlands,9608.0,AF,EU
Comoros,Netherlands,1923.0,AF,EU
Ghana,Netherlands,788737.0,AF,EU
Ghana,Netherlands,416317.0,AF,EU
Guinea,Netherlands,26842.0,AF,EU
Madagascar,Netherlands,29014.0,AF,EU
Madagascar,Netherlands,38712.0,AF,EU
Malawi,Netherlands,17731.0,AF,EU
Niger,Netherlands,73.0,AF,EU
Nigeria,Netherlands,412028.0,AF,EU
Togo,Netherlands,21700.0,AF,EU
Togo,Netherlands,5670.0,AF,EU
Zimbabwe,Netherlands,54966.0,AF,EU
Zimbabwe,Netherlands,2895.0,AF,EU
Namibia,Netherlands,57991.0,AF,EU
Namibia,Netherlands,13712.0,AF,EU
Congo,Netherlands,297.0,AF,EU
Djibouti,Netherlands,839.0,AF,EU
Gabon,Netherlands,170.0,AF,EU
Mozambique,Netherlands,42288.0,AF,EU
Rwanda,Netherlands,621.0,AF,EU
Sierra Leone,Netherlands,28927.0,AF,EU
Mali,Netherlands,9212.0,AF,EU
Mali,Netherlands,5025.0,AF,EU
Mauritius,Netherlands,1968.0,AF,EU
Mauritius,Netherlands,9826.0,AF,EU
Lesotho,Netherlands,64.0,AF,EU
Liberia,Netherlands,95348.0,AF,EU
Sao Tome and Principe,Netherlands,5022.0,AF,EU
Sao Tome and Principe,Netherlands,251.0,AF,EU
Seychelles,Netherlands,56.0,AF,EU
Seychelles,Netherlands,18.0,AF,EU
Zambia,Netherlands,9525.0,AF,EU
Angola,Netherlands,4.0,AF,EU
Senegal,Netherlands,28100.0,AF,EU
Senegal,Netherlands,22995.0,AF,EU
Chad,Netherlands,1.0,AF,EU
Gambia,Netherlands,89.0,AF,EU
Gambia,Netherlands,216.0,AF,EU
Botswana,Netherlands,3751.0,AF,EU
Botswana,Netherlands,14700.0,AF,EU
Algeria,New Zealand,75.0,AF,OC
Algeria,New Zealand,34.0,AF,OC
Egypt,New Zealand,728.0,AF,OC
Ethiopia,New Zealand,4082.0,AF,OC
Ethiopia,New Zealand,5169.0,AF,OC
Kenya,New Zealand,2052.0,AF,OC
Morocco,New Zealand,2105.0,AF,OC
Morocco,New Zealand,1641.0,AF,OC
South Africa,New Zealand,20420.0,AF,OC
South Africa,New Zealand,18075.0,AF,OC
Tunisia,New Zealand,557.0,AF,OC
Tunisia,New Zealand,228.0,AF,OC
Uganda,New Zealand,869.0,AF,OC
Burundi,New Zealand,37.0,AF,OC
Ghana,New Zealand,7163.0,AF,OC
Ghana,New Zealand,3104.0,AF,OC
Guinea,New Zealand,655.0,AF,OC
Madagascar,New Zealand,269.0,AF,OC
Madagascar,New Zealand,203.0,AF,OC
Malawi,New Zealand,224.0,AF,OC
Niger,New Zealand,21.0,AF,OC
Niger,New Zealand,28.0,AF,OC
Nigeria,New Zealand,4.0,AF,OC
Togo,New Zealand,1.0,AF,OC
Zimbabwe,New Zealand,1420.0,AF,OC
Zimbabwe,New Zealand,1.0,AF,OC
Namibia,New Zealand,6.0,AF,OC
Namibia,New Zealand,1.0,AF,OC
Djibouti,New Zealand,645.0,AF,OC
Mozambique,New Zealand,595.0,AF,OC
Rwanda,New Zealand,332.0,AF,OC
Sierra Leone,New Zealand,48.0,AF,OC
Mali,New Zealand,10.0,AF,OC
Mauritius,New Zealand,118.0,AF,OC
Mauritius,New Zealand,25.0,AF,OC
Lesotho,New Zealand,355.0,AF,OC
Mauritania,New Zealand,28.0,AF,OC
Seychelles,New Zealand,2.0,AF,OC
Zambia,New Zealand,91.0,AF,OC
Angola,New Zealand,3.0,AF,OC
Gambia,New Zealand,5.0,AF,OC
Botswana,New Zealand,2.0,AF,OC
Algeria,Niger,8558.0,AF,AF
Algeria,Niger,39.0,AF,AF
Cameroon,Niger,7.0,AF,AF
Egypt,Niger,870.0,AF,AF
Ethiopia,Niger,12.0,AF,AF
Morocco,Niger,1360.0,AF,AF
Morocco,Niger,4284.0,AF,AF
South Africa,Niger,255.0,AF,AF
South Africa,Niger,1503.0,AF,AF
Tunisia,Niger,2762.0,AF,AF
Tunisia,Niger,2196.0,AF,AF
Benin,Niger,9152.0,AF,AF
Benin,Niger,5013.0,AF,AF
Burkina Faso,Niger,1141.0,AF,AF
Burkina Faso,Niger,4165.0,AF,AF
Ghana,Niger,25434.0,AF,AF
Ghana,Niger,30986.0,AF,AF
Nigeria,Niger,37402.0,AF,AF
Nigeria,Niger,12.0,AF,AF
Togo,Niger,6903.0,AF,AF
Togo,Niger,8685.0,AF,AF
Namibia,Niger,25.0,AF,AF
Mali,Niger,142.0,AF,AF
Mali,Niger,9430.0,AF,AF
Mauritania,Niger,4.0,AF,AF
