source,target,value,sourcecont,targetcont
Australia,Cayman Islands,292.0,OC,
New Zealand,Cayman Islands,693.0,OC,
New Zealand,Chad,280.0,OC,AF
Australia,Cuba,47.0,OC,
New Zealand,Cuba,26543.0,OC,
Australia,Dominica,176.0,OC,
Australia,Dominican Republic,1303.0,OC,
New Zealand,Dominican Republic,8628.0,OC,
Australia,Equatorial Guinea,32.0,OC,AF
Australia,French Polynesia,17059.0,OC,OC
New Zealand,French Polynesia,1.0,OC,OC
New Zealand,French Polynesia,61844.0,OC,OC
Fiji,French Polynesia,2070.0,OC,OC
New Zealand,Grenada,1437.0,OC,
Australia,Guatemala,1702.0,OC,
New Zealand,Guatemala,16999.0,OC,
New Zealand,Guinea-Bissau,58.0,OC,AF
New Zealand,Haiti,117.0,OC,
Australia,Iraq,18464.0,OC,AS
New Zealand,Iraq,3077.0,OC,AS
Australia,Liberia,157.0,OC,AF
New Zealand,Liberia,250.0,OC,AF
Australia,Marshall Islands,1201.0,OC,OC
New Zealand,Marshall Islands,265.0,OC,OC
Fiji,Marshall Islands,345.0,OC,OC
Kiribati,Marshall Islands,24.0,OC,OC
Australia,Mozambique,8818.0,OC,AF
New Zealand,Mozambique,2683.0,OC,AF
Australia,Myanmar,99687.0,OC,AS
New Zealand,Myanmar,23428.0,OC,AS
Fiji,Myanmar,20.0,OC,AS
Australia,Nauru,9578.0,OC,OC
New Zealand,Nauru,38.0,OC,OC
Fiji,Nauru,1194.0,OC,OC
Australia,New Caledonia,35084.0,OC,OC
New Zealand,New Caledonia,9.0,OC,OC
New Zealand,New Caledonia,45535.0,OC,OC
Fiji,New Caledonia,906.0,OC,OC
New Zealand,Nicaragua,17126.0,OC,
Australia,Northern Mariana Islands,1126.0,OC,OC
New Zealand,Northern Mariana Islands,2678.0,OC,OC
Australia,Panama,185.0,OC,
New Zealand,Panama,31080.0,OC,
New Zealand,Saint Vincent and the Grenadines,848.0,OC,
Australia,Samoa,6261.0,OC,OC
New Zealand,Samoa,19409.0,OC,OC
Fiji,Samoa,8284.0,OC,OC
Fiji,San Marino,4.0,OC,EU
Australia,Solomon Islands,17718.0,OC,OC
New Zealand,Solomon Islands,4.0,OC,OC
New Zealand,Solomon Islands,8373.0,OC,OC
Fiji,Solomon Islands,3131.0,OC,OC
Australia,Somalia,3.0,OC,AF
New Zealand,Somalia,109.0,OC,AF
Australia,Timor-Leste,1721.0,OC,AS
New Zealand,Timor-Leste,1166.0,OC,AS
Australia,Tonga,5367.0,OC,OC
New Zealand,Tonga,8.0,OC,OC
New Zealand,Tonga,15387.0,OC,OC
Fiji,Tonga,28.0,OC,OC
Fiji,Tonga,8570.0,OC,OC
Australia,Tuvalu,508.0,OC,OC
New Zealand,Tuvalu,1.0,OC,OC
New Zealand,Tuvalu,337.0,OC,OC
Fiji,Tuvalu,348.0,OC,OC
Fiji,Tuvalu,2293.0,OC,OC
Kiribati,Tuvalu,40.0,OC,OC
New Zealand,Uzbekistan,2267.0,OC,AS
Australia,Vanuatu,16189.0,OC,OC
New Zealand,Vanuatu,12.0,OC,OC
New Zealand,Vanuatu,7193.0,OC,OC
Fiji,Vanuatu,13.0,OC,OC
Fiji,Vanuatu,15623.0,OC,OC
Australia,Viet Nam,1082230.0,OC,AS
New Zealand,Viet Nam,229185.0,OC,AS
Fiji,Viet Nam,3479.0,OC,AS
Australia,India,1178293.0,OC,AS
Australia,India,1175357.0,OC,AS
New Zealand,India,67221.0,OC,AS
New Zealand,India,71161.0,OC,AS
Fiji,India,1.0,OC,AS
Papua New Guinea,India,5373.0,OC,AS
French Polynesia,India,4.0,OC,AS
Australia,Cook Islands,1334.0,OC,OC
New Zealand,Cook Islands,21.0,OC,OC
New Zealand,Cook Islands,24887.0,OC,OC
Fiji,Cook Islands,50.0,OC,OC
Fiji,Cook Islands,834.0,OC,OC
New Zealand,Faroe Islands,3114.0,OC,EU
Australia,Guam,4396.0,OC,OC
New Zealand,Guam,3865.0,OC,OC
Fiji,Guam,120.0,OC,OC
Australia,Niue,51.0,OC,OC
New Zealand,Niue,2797.0,OC,OC
Fiji,Niue,2.0,OC,OC
Australia,Saint Kitts and Nevis,376.0,OC,
New Zealand,Saint Kitts and Nevis,80.0,OC,
New Zealand,Turks and Caicos Islands,203.0,OC,
New Zealand,Gibraltar,778.0,OC,EU
New Zealand,Anguilla,37.0,OC,
Australia,Palau,759.0,OC,OC
New Zealand,Palau,121.0,OC,OC
Australia,Falkland Islands (Malvinas),23.0,OC,SA
New Zealand,Falkland Islands (Malvinas),1.0,OC,SA
