source,target,value,sourcecont,targetcont
Cyprus,Cambodia,245.0,AS,AS
Indonesia,Cambodia,194994.0,AS,AS
Indonesia,Cambodia,285854.0,AS,AS
Malaysia,Cambodia,52884.0,AS,AS
Malaysia,Cambodia,57803.0,AS,AS
Sri Lanka,Cambodia,276.0,AS,AS
Sri Lanka,Cambodia,1398.0,AS,AS
Thailand,Cambodia,229414.0,AS,AS
Thailand,Cambodia,949044.0,AS,AS
Viet Nam,Cambodia,100324.0,AS,AS
Japan,Cambodia,1735.0,AS,AS
Japan,Cambodia,31254.0,AS,AS
Lebanon,Cambodia,13.0,AS,AS
Myanmar,Cambodia,3916.0,AS,AS
Philippines,Cambodia,2338.0,AS,AS
Philippines,Cambodia,1828.0,AS,AS
Saudi Arabia,Cambodia,189.0,AS,AS
Singapore,Cambodia,74818.0,AS,AS
Singapore,Cambodia,124494.0,AS,AS
Israel,Cambodia,54.0,AS,AS
Bangladesh,Cambodia,59.0,AS,AS
Qatar,Cambodia,29.0,AS,AS
India,Cameroon,28991.0,AS,AF
India,Cameroon,31950.0,AS,AF
Pakistan,Cameroon,6641.0,AS,AF
Pakistan,Cameroon,6085.0,AS,AF
Turkey,Cameroon,18350.0,AS,AF
United Arab Emirates,Cameroon,4.0,AS,AF
United Arab Emirates,Cameroon,8406.0,AS,AF
Cyprus,Cameroon,33.0,AS,AF
Indonesia,Cameroon,11382.0,AS,AF
Malaysia,Cameroon,30973.0,AS,AF
Sri Lanka,Cameroon,120.0,AS,AF
Thailand,Cameroon,189174.0,AS,AF
Thailand,Cameroon,169005.0,AS,AF
Cambodia,Cameroon,23.0,AS,AF
Cambodia,Cameroon,21.0,AS,AF
Jordan,Cameroon,26.0,AS,AF
Lebanon,Cameroon,3.0,AS,AF
Lebanon,Cameroon,923.0,AS,AF
Oman,Cameroon,334.0,AS,AF
Philippines,Cameroon,2175.0,AS,AF
Singapore,Cameroon,2795.0,AS,AF
Israel,Cameroon,66.0,AS,AF
India,Canada,267714.0,AS,
India,Canada,216973.0,AS,
Kazakhstan,Canada,1000.0,AS,
Kyrgyzstan,Canada,13.0,AS,
Kyrgyzstan,Canada,29.0,AS,
Pakistan,Canada,26763.0,AS,
Pakistan,Canada,23905.0,AS,
Turkey,Canada,207348.0,AS,
Turkey,Canada,176764.0,AS,
United Arab Emirates,Canada,9106.0,AS,
United Arab Emirates,Canada,8033.0,AS,
Cyprus,Canada,1903.0,AS,
Cyprus,Canada,1690.0,AS,
Indonesia,Canada,268360.0,AS,
Indonesia,Canada,190972.0,AS,
Malaysia,Canada,169190.0,AS,
Malaysia,Canada,84180.0,AS,
Sri Lanka,Canada,31221.0,AS,
Sri Lanka,Canada,25856.0,AS,
Thailand,Canada,326611.0,AS,
Thailand,Canada,298557.0,AS,
Viet Nam,Canada,191475.0,AS,
Afghanistan,Canada,1821.0,AS,
Azerbaijan,Canada,298.0,AS,
Cambodia,Canada,570.0,AS,
Cambodia,Canada,544.0,AS,
Georgia,Canada,2180.0,AS,
Georgia,Canada,2417.0,AS,
Iraq,Canada,403.0,AS,
Japan,Canada,70545.0,AS,
Japan,Canada,48303.0,AS,
Jordan,Canada,2649.0,AS,
Jordan,Canada,2157.0,AS,
Lebanon,Canada,16390.0,AS,
Lebanon,Canada,16019.0,AS,
Myanmar,Canada,4422.0,AS,
Oman,Canada,1245.0,AS,
Oman,Canada,158.0,AS,
Philippines,Canada,113387.0,AS,
Philippines,Canada,80899.0,AS,
Saudi Arabia,Canada,2404.0,AS,
Saudi Arabia,Canada,9.0,AS,
Singapore,Canada,18146.0,AS,
Singapore,Canada,24127.0,AS,
Syrian Arab Republic,Canada,1019.0,AS,
Uzbekistan,Canada,243.0,AS,
Israel,Canada,57519.0,AS,
Israel,Canada,45113.0,AS,
Bangladesh,Canada,3617.0,AS,
Bangladesh,Canada,204.0,AS,
Kuwait,Canada,33.0,AS,
Kuwait,Canada,66.0,AS,
Turkmenistan,Canada,12.0,AS,
Armenia,Canada,186.0,AS,
Armenia,Canada,178.0,AS,
Bahrain,Canada,58.0,AS,
Nepal,Canada,511.0,AS,
Timor-Leste,Canada,2395.0,AS,
Yemen,Canada,91.0,AS,
Mongolia,Canada,8.0,AS,
Mongolia,Canada,13.0,AS,
Brunei Darussalam,Canada,483.0,AS,
India,Central African Republic,284.0,AS,AF
India,Central African Republic,413.0,AS,AF
Turkey,Central African Republic,318.0,AS,AF
United Arab Emirates,Central African Republic,288.0,AS,AF
Malaysia,Central African Republic,636.0,AS,AF
Sri Lanka,Central African Republic,1.0,AS,AF
Lebanon,Central African Republic,398.0,AS,AF
India,Chile,13151.0,AS,SA
India,Chile,11328.0,AS,SA
Pakistan,Chile,2205.0,AS,SA
Pakistan,Chile,3079.0,AS,SA
Turkey,Chile,7497.0,AS,SA
Turkey,Chile,6565.0,AS,SA
United Arab Emirates,Chile,170.0,AS,SA
United Arab Emirates,Chile,212.0,AS,SA
Indonesia,Chile,17766.0,AS,SA
Indonesia,Chile,17518.0,AS,SA
Malaysia,Chile,17398.0,AS,SA
Malaysia,Chile,14372.0,AS,SA
Sri Lanka,Chile,32650.0,AS,SA
Sri Lanka,Chile,29577.0,AS,SA
Thailand,Chile,16361.0,AS,SA
Thailand,Chile,16021.0,AS,SA
Viet Nam,Chile,12091.0,AS,SA
Georgia,Chile,585.0,AS,SA
Japan,Chile,867.0,AS,SA
Japan,Chile,278.0,AS,SA
Jordan,Chile,28.0,AS,SA
Jordan,Chile,86.0,AS,SA
Lebanon,Chile,246.0,AS,SA
Lebanon,Chile,214.0,AS,SA
Oman,Chile,97.0,AS,SA
Philippines,Chile,3482.0,AS,SA
Philippines,Chile,2245.0,AS,SA
Singapore,Chile,7280.0,AS,SA
Singapore,Chile,6563.0,AS,SA
Syrian Arab Republic,Chile,93.0,AS,SA
Uzbekistan,Chile,176.0,AS,SA
Israel,Chile,355.0,AS,SA
Israel,Chile,274.0,AS,SA
Qatar,Chile,3.0,AS,SA
India,Colombia,11479.0,AS,SA
India,Colombia,8706.0,AS,SA
Pakistan,Colombia,294.0,AS,SA
Pakistan,Colombia,236.0,AS,SA
Turkey,Colombia,3783.0,AS,SA
Turkey,Colombia,5827.0,AS,SA
United Arab Emirates,Colombia,21.0,AS,SA
United Arab Emirates,Colombia,21.0,AS,SA
Indonesia,Colombia,10880.0,AS,SA
Indonesia,Colombia,12300.0,AS,SA
Malaysia,Colombia,25073.0,AS,SA
Malaysia,Colombia,10673.0,AS,SA
Sri Lanka,Colombia,9434.0,AS,SA
Sri Lanka,Colombia,8175.0,AS,SA
Thailand,Colombia,8612.0,AS,SA
Thailand,Colombia,6153.0,AS,SA
Viet Nam,Colombia,1507.0,AS,SA
Japan,Colombia,453.0,AS,SA
Japan,Colombia,584.0,AS,SA
Jordan,Colombia,28.0,AS,SA
Jordan,Colombia,25.0,AS,SA
Lebanon,Colombia,168.0,AS,SA
Lebanon,Colombia,504.0,AS,SA
Philippines,Colombia,1078.0,AS,SA
Philippines,Colombia,888.0,AS,SA
Singapore,Colombia,3594.0,AS,SA
Singapore,Colombia,3264.0,AS,SA
Syrian Arab Republic,Colombia,264.0,AS,SA
Israel,Colombia,2095.0,AS,SA
Israel,Colombia,1887.0,AS,SA
Bhutan,Colombia,19.0,AS,SA
India,Comoros,307.0,AS,AF
India,Comoros,2106.0,AS,AF
Pakistan,Comoros,11259.0,AS,AF
Pakistan,Comoros,10091.0,AS,AF
Turkey,Comoros,987.0,AS,AF
United Arab Emirates,Comoros,269.0,AS,AF
United Arab Emirates,Comoros,15592.0,AS,AF
Indonesia,Comoros,1636.0,AS,AF
Malaysia,Comoros,2455.0,AS,AF
Thailand,Comoros,80.0,AS,AF
Thailand,Comoros,1615.0,AS,AF
Oman,Comoros,493.0,AS,AF
Singapore,Comoros,409.0,AS,AF
India,Congo,2537.0,AS,AF
India,Congo,13243.0,AS,AF
Turkey,Congo,23.0,AS,AF
Turkey,Congo,22185.0,AS,AF
United Arab Emirates,Congo,18.0,AS,AF
United Arab Emirates,Congo,3232.0,AS,AF
Indonesia,Congo,28834.0,AS,AF
Malaysia,Congo,29473.0,AS,AF
Sri Lanka,Congo,2263.0,AS,AF
Thailand,Congo,68252.0,AS,AF
Thailand,Congo,61117.0,AS,AF
Cambodia,Congo,165.0,AS,AF
Cambodia,Congo,147.0,AS,AF
Lebanon,Congo,18.0,AS,AF
Lebanon,Congo,2739.0,AS,AF
Oman,Congo,37.0,AS,AF
Singapore,Congo,43.0,AS,AF
Israel,Congo,4.0,AS,AF
India,Costa Rica,3047.0,AS,
India,Costa Rica,2173.0,AS,
Pakistan,Costa Rica,3.0,AS,
Pakistan,Costa Rica,8.0,AS,
Turkey,Costa Rica,2970.0,AS,
Turkey,Costa Rica,3486.0,AS,
United Arab Emirates,Costa Rica,83.0,AS,
United Arab Emirates,Costa Rica,128.0,AS,
Indonesia,Costa Rica,3127.0,AS,
Indonesia,Costa Rica,2150.0,AS,
Malaysia,Costa Rica,6583.0,AS,
Malaysia,Costa Rica,3523.0,AS,
Sri Lanka,Costa Rica,436.0,AS,
Sri Lanka,Costa Rica,377.0,AS,
Thailand,Costa Rica,2217.0,AS,
Thailand,Costa Rica,1526.0,AS,
Viet Nam,Costa Rica,1201.0,AS,
Georgia,Costa Rica,6.0,AS,
Georgia,Costa Rica,28.0,AS,
Japan,Costa Rica,95.0,AS,
Japan,Costa Rica,3.0,AS,
Jordan,Costa Rica,2.0,AS,
Philippines,Costa Rica,659.0,AS,
Philippines,Costa Rica,235.0,AS,
Singapore,Costa Rica,5001.0,AS,
Singapore,Costa Rica,4676.0,AS,
Israel,Costa Rica,255.0,AS,
Israel,Costa Rica,144.0,AS,
Bangladesh,Costa Rica,1.0,AS,
India,Croatia,9282.0,AS,EU
India,Croatia,9266.0,AS,EU
Kazakhstan,Croatia,12.0,AS,EU
Kazakhstan,Croatia,25.0,AS,EU
Kyrgyzstan,Croatia,123.0,AS,EU
Kyrgyzstan,Croatia,72.0,AS,EU
Pakistan,Croatia,2.0,AS,EU
Pakistan,Croatia,351.0,AS,EU
Turkey,Croatia,21511.0,AS,EU
Turkey,Croatia,18730.0,AS,EU
United Arab Emirates,Croatia,7.0,AS,EU
United Arab Emirates,Croatia,161.0,AS,EU
Cyprus,Croatia,1441.0,AS,EU
Cyprus,Croatia,1510.0,AS,EU
Indonesia,Croatia,3091.0,AS,EU
Indonesia,Croatia,9408.0,AS,EU
Malaysia,Croatia,3443.0,AS,EU
Malaysia,Croatia,7292.0,AS,EU
Sri Lanka,Croatia,294.0,AS,EU
Sri Lanka,Croatia,323.0,AS,EU
Thailand,Croatia,3201.0,AS,EU
Thailand,Croatia,1574.0,AS,EU
Viet Nam,Croatia,6648.0,AS,EU
Cambodia,Croatia,1936.0,AS,EU
Cambodia,Croatia,1670.0,AS,EU
Georgia,Croatia,55.0,AS,EU
Georgia,Croatia,235.0,AS,EU
Japan,Croatia,96.0,AS,EU
Japan,Croatia,63.0,AS,EU
Lebanon,Croatia,10.0,AS,EU
Lebanon,Croatia,23.0,AS,EU
Myanmar,Croatia,116.0,AS,EU
Philippines,Croatia,185.0,AS,EU
Philippines,Croatia,595.0,AS,EU
Saudi Arabia,Croatia,460.0,AS,EU
Singapore,Croatia,42.0,AS,EU
Singapore,Croatia,1256.0,AS,EU
Israel,Croatia,1501.0,AS,EU
Israel,Croatia,613.0,AS,EU
India,Cyprus,4324.0,AS,AS
India,Cyprus,4441.0,AS,AS
Pakistan,Cyprus,214.0,AS,AS
Pakistan,Cyprus,147.0,AS,AS
Turkey,Cyprus,132.0,AS,AS
United Arab Emirates,Cyprus,688.0,AS,AS
United Arab Emirates,Cyprus,1440.0,AS,AS
Indonesia,Cyprus,127.0,AS,AS
Indonesia,Cyprus,272.0,AS,AS
Malaysia,Cyprus,912.0,AS,AS
Malaysia,Cyprus,699.0,AS,AS
Sri Lanka,Cyprus,636.0,AS,AS
Sri Lanka,Cyprus,584.0,AS,AS
Thailand,Cyprus,3261.0,AS,AS
Thailand,Cyprus,3478.0,AS,AS
Viet Nam,Cyprus,1390.0,AS,AS
Cambodia,Cyprus,397.0,AS,AS
Cambodia,Cyprus,426.0,AS,AS
Georgia,Cyprus,302.0,AS,AS
Georgia,Cyprus,564.0,AS,AS
Japan,Cyprus,57.0,AS,AS
Japan,Cyprus,31.0,AS,AS
Jordan,Cyprus,87.0,AS,AS
Jordan,Cyprus,121.0,AS,AS
Lebanon,Cyprus,2091.0,AS,AS
Lebanon,Cyprus,2283.0,AS,AS
Myanmar,Cyprus,24.0,AS,AS
Philippines,Cyprus,839.0,AS,AS
Philippines,Cyprus,887.0,AS,AS
Saudi Arabia,Cyprus,5.0,AS,AS
Singapore,Cyprus,3866.0,AS,AS
Singapore,Cyprus,3521.0,AS,AS
Syrian Arab Republic,Cyprus,578.0,AS,AS
Syrian Arab Republic,Cyprus,2.0,AS,AS
Israel,Cyprus,7564.0,AS,AS
Israel,Cyprus,7242.0,AS,AS
Bangladesh,Cyprus,147.0,AS,AS
Bangladesh,Cyprus,1.0,AS,AS
Kuwait,Cyprus,4.0,AS,AS
Kuwait,Cyprus,1.0,AS,AS
Bahrain,Cyprus,3.0,AS,AS
Nepal,Cyprus,1.0,AS,AS
India,Denmark,36945.0,AS,EU
India,Denmark,31650.0,AS,EU
Kazakhstan,Denmark,5.0,AS,EU
Kazakhstan,Denmark,3.0,AS,EU
Kyrgyzstan,Denmark,74.0,AS,EU
Kyrgyzstan,Denmark,18.0,AS,EU
Pakistan,Denmark,6926.0,AS,EU
Pakistan,Denmark,6149.0,AS,EU
Turkey,Denmark,42304.0,AS,EU
Turkey,Denmark,38078.0,AS,EU
United Arab Emirates,Denmark,1378.0,AS,EU
United Arab Emirates,Denmark,1847.0,AS,EU
Cyprus,Denmark,5973.0,AS,EU
Cyprus,Denmark,6078.0,AS,EU
Indonesia,Denmark,73657.0,AS,EU
Indonesia,Denmark,33161.0,AS,EU
Malaysia,Denmark,48136.0,AS,EU
Malaysia,Denmark,37583.0,AS,EU
Sri Lanka,Denmark,3677.0,AS,EU
Sri Lanka,Denmark,2967.0,AS,EU
Thailand,Denmark,33112.0,AS,EU
Thailand,Denmark,24997.0,AS,EU
Viet Nam,Denmark,12929.0,AS,EU
Afghanistan,Denmark,27.0,AS,EU
Cambodia,Denmark,3621.0,AS,EU
Cambodia,Denmark,3418.0,AS,EU
Georgia,Denmark,61.0,AS,EU
Georgia,Denmark,57.0,AS,EU
Japan,Denmark,2370.0,AS,EU
Japan,Denmark,2104.0,AS,EU
Jordan,Denmark,360.0,AS,EU
Jordan,Denmark,1076.0,AS,EU
Lebanon,Denmark,712.0,AS,EU
Lebanon,Denmark,1191.0,AS,EU
Myanmar,Denmark,259.0,AS,EU
Oman,Denmark,10.0,AS,EU
Oman,Denmark,8.0,AS,EU
Philippines,Denmark,16374.0,AS,EU
Philippines,Denmark,13232.0,AS,EU
Saudi Arabia,Denmark,326.0,AS,EU
Singapore,Denmark,1744.0,AS,EU
Singapore,Denmark,2201.0,AS,EU
Syrian Arab Republic,Denmark,256.0,AS,EU
Uzbekistan,Denmark,5.0,AS,EU
Israel,Denmark,2358.0,AS,EU
Israel,Denmark,2232.0,AS,EU
Bangladesh,Denmark,1003.0,AS,EU
Kuwait,Denmark,38.0,AS,EU
Kuwait,Denmark,49.0,AS,EU
Armenia,Denmark,101.0,AS,EU
Armenia,Denmark,245.0,AS,EU
Bahrain,Denmark,4.0,AS,EU
Nepal,Denmark,19.0,AS,EU
Qatar,Denmark,1.0,AS,EU
India,Djibouti,61282.0,AS,AF
India,Djibouti,172329.0,AS,AF
Pakistan,Djibouti,10674.0,AS,AF
Pakistan,Djibouti,14431.0,AS,AF
Turkey,Djibouti,1.0,AS,AF
Turkey,Djibouti,39540.0,AS,AF
United Arab Emirates,Djibouti,105.0,AS,AF
United Arab Emirates,Djibouti,38050.0,AS,AF
Indonesia,Djibouti,146898.0,AS,AF
Malaysia,Djibouti,68784.0,AS,AF
Sri Lanka,Djibouti,20.0,AS,AF
Thailand,Djibouti,28.0,AS,AF
Thailand,Djibouti,1650.0,AS,AF
Japan,Djibouti,57.0,AS,AF
Japan,Djibouti,93.0,AS,AF
Jordan,Djibouti,880.0,AS,AF
Lebanon,Djibouti,152.0,AS,AF
Oman,Djibouti,24.0,AS,AF
Oman,Djibouti,8627.0,AS,AF
Israel,Djibouti,1696.0,AS,AF
India,Ecuador,4158.0,AS,SA
India,Ecuador,3473.0,AS,SA
Turkey,Ecuador,1073.0,AS,SA
Turkey,Ecuador,1832.0,AS,SA
Cyprus,Ecuador,45.0,AS,SA
Indonesia,Ecuador,4450.0,AS,SA
Indonesia,Ecuador,3767.0,AS,SA
Malaysia,Ecuador,709.0,AS,SA
Malaysia,Ecuador,509.0,AS,SA
Sri Lanka,Ecuador,8505.0,AS,SA
Sri Lanka,Ecuador,7286.0,AS,SA
Thailand,Ecuador,6956.0,AS,SA
Thailand,Ecuador,3919.0,AS,SA
Viet Nam,Ecuador,239.0,AS,SA
Japan,Ecuador,30.0,AS,SA
Japan,Ecuador,112.0,AS,SA
Lebanon,Ecuador,24.0,AS,SA
Lebanon,Ecuador,32.0,AS,SA
Philippines,Ecuador,56.0,AS,SA
Philippines,Ecuador,319.0,AS,SA
Singapore,Ecuador,4055.0,AS,SA
Singapore,Ecuador,4588.0,AS,SA
Syrian Arab Republic,Ecuador,489.0,AS,SA
Israel,Ecuador,636.0,AS,SA
Israel,Ecuador,534.0,AS,SA
India,Egypt,44466.0,AS,AF
India,Egypt,141457.0,AS,AF
Kazakhstan,Egypt,551.0,AS,AF
Kyrgyzstan,Egypt,3.0,AS,AF
Pakistan,Egypt,521.0,AS,AF
Pakistan,Egypt,2482.0,AS,AF
Turkey,Egypt,155.0,AS,AF
Turkey,Egypt,138415.0,AS,AF
United Arab Emirates,Egypt,178.0,AS,AF
United Arab Emirates,Egypt,107692.0,AS,AF
Cyprus,Egypt,5473.0,AS,AF
Indonesia,Egypt,788041.0,AS,AF
Malaysia,Egypt,173030.0,AS,AF
Sri Lanka,Egypt,24986.0,AS,AF
Thailand,Egypt,2917.0,AS,AF
Thailand,Egypt,44443.0,AS,AF
Georgia,Egypt,4204.0,AS,AF
Japan,Egypt,400.0,AS,AF
Jordan,Egypt,6014.0,AS,AF
Lebanon,Egypt,20191.0,AS,AF
Oman,Egypt,623.0,AS,AF
Philippines,Egypt,1752.0,AS,AF
Singapore,Egypt,11157.0,AS,AF
Israel,Egypt,702.0,AS,AF
Kuwait,Egypt,33.0,AS,AF
Kuwait,Egypt,567.0,AS,AF
Bahrain,Egypt,464.0,AS,AF
Qatar,Egypt,151.0,AS,AF
India,El Salvador,1707.0,AS,
India,El Salvador,595.0,AS,
Pakistan,El Salvador,1.0,AS,
Turkey,El Salvador,652.0,AS,
Turkey,El Salvador,1024.0,AS,
Cyprus,El Salvador,52.0,AS,
Indonesia,El Salvador,175.0,AS,
Indonesia,El Salvador,103.0,AS,
Malaysia,El Salvador,66.0,AS,
Malaysia,El Salvador,110.0,AS,
Sri Lanka,El Salvador,2328.0,AS,
Sri Lanka,El Salvador,1384.0,AS,
Thailand,El Salvador,256.0,AS,
Thailand,El Salvador,224.0,AS,
Viet Nam,El Salvador,81.0,AS,
Japan,El Salvador,33.0,AS,
Philippines,El Salvador,148.0,AS,
Philippines,El Salvador,136.0,AS,
Singapore,El Salvador,2641.0,AS,
Singapore,El Salvador,2087.0,AS,
Bangladesh,El Salvador,1261.0,AS,
India,Estonia,7037.0,AS,EU
India,Estonia,8672.0,AS,EU
Kazakhstan,Estonia,1067.0,AS,EU
Kazakhstan,Estonia,193.0,AS,EU
Kyrgyzstan,Estonia,3.0,AS,EU
Pakistan,Estonia,1318.0,AS,EU
Pakistan,Estonia,994.0,AS,EU
Turkey,Estonia,6838.0,AS,EU
Turkey,Estonia,4554.0,AS,EU
United Arab Emirates,Estonia,82.0,AS,EU
United Arab Emirates,Estonia,170.0,AS,EU
Cyprus,Estonia,1779.0,AS,EU
Cyprus,Estonia,120.0,AS,EU
Indonesia,Estonia,2356.0,AS,EU
Indonesia,Estonia,38370.0,AS,EU
Malaysia,Estonia,461.0,AS,EU
Malaysia,Estonia,18561.0,AS,EU
Sri Lanka,Estonia,1917.0,AS,EU
Sri Lanka,Estonia,2180.0,AS,EU
Thailand,Estonia,1731.0,AS,EU
Thailand,Estonia,5922.0,AS,EU
Viet Nam,Estonia,3621.0,AS,EU
Azerbaijan,Estonia,497.0,AS,EU
Cambodia,Estonia,194.0,AS,EU
Cambodia,Estonia,210.0,AS,EU
Georgia,Estonia,2339.0,AS,EU
Georgia,Estonia,2404.0,AS,EU
Japan,Estonia,340.0,AS,EU
Japan,Estonia,538.0,AS,EU
Jordan,Estonia,7.0,AS,EU
Jordan,Estonia,7.0,AS,EU
Myanmar,Estonia,36.0,AS,EU
Philippines,Estonia,43.0,AS,EU
Philippines,Estonia,193.0,AS,EU
Singapore,Estonia,4.0,AS,EU
Singapore,Estonia,4.0,AS,EU
Uzbekistan,Estonia,96.0,AS,EU
Israel,Estonia,227.0,AS,EU
Israel,Estonia,210.0,AS,EU
Armenia,Estonia,401.0,AS,EU
Armenia,Estonia,402.0,AS,EU
Nepal,Estonia,1.0,AS,EU
India,Ethiopia,342494.0,AS,AF
India,Ethiopia,31308.0,AS,AF
Pakistan,Ethiopia,18965.0,AS,AF
Turkey,Ethiopia,69722.0,AS,AF
Turkey,Ethiopia,11117.0,AS,AF
United Arab Emirates,Ethiopia,54686.0,AS,AF
United Arab Emirates,Ethiopia,18338.0,AS,AF
Cyprus,Ethiopia,10.0,AS,AF
Indonesia,Ethiopia,229926.0,AS,AF
Indonesia,Ethiopia,2514.0,AS,AF
Malaysia,Ethiopia,281578.0,AS,AF
Malaysia,Ethiopia,106086.0,AS,AF
Sri Lanka,Ethiopia,31.0,AS,AF
Sri Lanka,Ethiopia,49.0,AS,AF
Thailand,Ethiopia,5893.0,AS,AF
Thailand,Ethiopia,3819.0,AS,AF
Viet Nam,Ethiopia,3211.0,AS,AF
Cambodia,Ethiopia,49.0,AS,AF
Iraq,Ethiopia,36.0,AS,AF
Japan,Ethiopia,91.0,AS,AF
Jordan,Ethiopia,508.0,AS,AF
Jordan,Ethiopia,336.0,AS,AF
Lebanon,Ethiopia,105.0,AS,AF
Lebanon,Ethiopia,110.0,AS,AF
Oman,Ethiopia,6255.0,AS,AF
Philippines,Ethiopia,197.0,AS,AF
Saudi Arabia,Ethiopia,26855.0,AS,AF
Saudi Arabia,Ethiopia,6.0,AS,AF
Singapore,Ethiopia,1320.0,AS,AF
Singapore,Ethiopia,53.0,AS,AF
Syrian Arab Republic,Ethiopia,97.0,AS,AF
Israel,Ethiopia,767.0,AS,AF
Israel,Ethiopia,597.0,AS,AF
Bangladesh,Ethiopia,3224.0,AS,AF
Kuwait,Ethiopia,9.0,AS,AF
Bahrain,Ethiopia,1.0,AS,AF
Yemen,Ethiopia,2911.0,AS,AF
Mongolia,Ethiopia,49.0,AS,AF
India,Fiji,3826.0,AS,OC
India,Fiji,3055.0,AS,OC
Pakistan,Fiji,95.0,AS,OC
Pakistan,Fiji,185.0,AS,OC
Turkey,Fiji,66.0,AS,OC
Turkey,Fiji,12.0,AS,OC
United Arab Emirates,Fiji,694.0,AS,OC
United Arab Emirates,Fiji,471.0,AS,OC
Cyprus,Fiji,52.0,AS,OC
Cyprus,Fiji,11.0,AS,OC
Indonesia,Fiji,4135.0,AS,OC
Indonesia,Fiji,3847.0,AS,OC
Malaysia,Fiji,18830.0,AS,OC
Malaysia,Fiji,21534.0,AS,OC
Sri Lanka,Fiji,2436.0,AS,OC
Sri Lanka,Fiji,2436.0,AS,OC
Thailand,Fiji,9520.0,AS,OC
Thailand,Fiji,8622.0,AS,OC
Viet Nam,Fiji,12598.0,AS,OC
Japan,Fiji,375.0,AS,OC
Japan,Fiji,48.0,AS,OC
Oman,Fiji,59.0,AS,OC
Oman,Fiji,14.0,AS,OC
Philippines,Fiji,692.0,AS,OC
Philippines,Fiji,599.0,AS,OC
Saudi Arabia,Fiji,4.0,AS,OC
Singapore,Fiji,7258.0,AS,OC
Singapore,Fiji,11998.0,AS,OC
Israel,Fiji,10.0,AS,OC
Bangladesh,Fiji,150.0,AS,OC
Brunei Darussalam,Fiji,27.0,AS,OC
India,Finland,9609.0,AS,EU
India,Finland,18696.0,AS,EU
Kazakhstan,Finland,767.0,AS,EU
Kazakhstan,Finland,986.0,AS,EU
Kyrgyzstan,Finland,2.0,AS,EU
Pakistan,Finland,522.0,AS,EU
Pakistan,Finland,215.0,AS,EU
Turkey,Finland,12172.0,AS,EU
Turkey,Finland,10996.0,AS,EU
United Arab Emirates,Finland,12.0,AS,EU
United Arab Emirates,Finland,268.0,AS,EU
Cyprus,Finland,3917.0,AS,EU
Cyprus,Finland,3674.0,AS,EU
Indonesia,Finland,18208.0,AS,EU
Indonesia,Finland,31092.0,AS,EU
Malaysia,Finland,8025.0,AS,EU
Malaysia,Finland,24684.0,AS,EU
Sri Lanka,Finland,1806.0,AS,EU
Sri Lanka,Finland,5884.0,AS,EU
Thailand,Finland,19830.0,AS,EU
Thailand,Finland,17919.0,AS,EU
Viet Nam,Finland,7990.0,AS,EU
Cambodia,Finland,425.0,AS,EU
Cambodia,Finland,388.0,AS,EU
Georgia,Finland,119.0,AS,EU
Georgia,Finland,12.0,AS,EU
Japan,Finland,453.0,AS,EU
Japan,Finland,363.0,AS,EU
Jordan,Finland,5.0,AS,EU
Lebanon,Finland,85.0,AS,EU
Lebanon,Finland,79.0,AS,EU
Philippines,Finland,1804.0,AS,EU
Philippines,Finland,965.0,AS,EU
Singapore,Finland,35.0,AS,EU
Singapore,Finland,696.0,AS,EU
Israel,Finland,8490.0,AS,EU
Israel,Finland,8144.0,AS,EU
Bangladesh,Finland,28.0,AS,EU
India,France,295888.0,AS,EU
India,France,290370.0,AS,EU
Kazakhstan,France,6435.0,AS,EU
Kazakhstan,France,1694.0,AS,EU
Kyrgyzstan,France,43.0,AS,EU
Pakistan,France,32237.0,AS,EU
Pakistan,France,22038.0,AS,EU
Turkey,France,432734.0,AS,EU
Turkey,France,424065.0,AS,EU
United Arab Emirates,France,26683.0,AS,EU
United Arab Emirates,France,12372.0,AS,EU
Cyprus,France,28219.0,AS,EU
Cyprus,France,2171.0,AS,EU
Indonesia,France,219333.0,AS,EU
Indonesia,France,160230.0,AS,EU
Malaysia,France,87907.0,AS,EU
Malaysia,France,35805.0,AS,EU
Sri Lanka,France,27389.0,AS,EU
Sri Lanka,France,29506.0,AS,EU
Thailand,France,293972.0,AS,EU
Thailand,France,242452.0,AS,EU
Viet Nam,France,197154.0,AS,EU
Afghanistan,France,97.0,AS,EU
Azerbaijan,France,1357.0,AS,EU
Cambodia,France,59243.0,AS,EU
Cambodia,France,51921.0,AS,EU
Georgia,France,19392.0,AS,EU
Georgia,France,20687.0,AS,EU
Iraq,France,994.0,AS,EU
Japan,France,56094.0,AS,EU
Japan,France,48992.0,AS,EU
Jordan,France,1754.0,AS,EU
Jordan,France,1356.0,AS,EU
Lebanon,France,9650.0,AS,EU
Lebanon,France,8243.0,AS,EU
Myanmar,France,9568.0,AS,EU
Oman,France,94.0,AS,EU
Oman,France,19.0,AS,EU
Philippines,France,34573.0,AS,EU
Philippines,France,29362.0,AS,EU
Saudi Arabia,France,599.0,AS,EU
Singapore,France,19819.0,AS,EU
Singapore,France,31836.0,AS,EU
Syrian Arab Republic,France,1665.0,AS,EU
Uzbekistan,France,1030.0,AS,EU
Israel,France,186827.0,AS,EU
Israel,France,175903.0,AS,EU
Bangladesh,France,1331.0,AS,EU
Kuwait,France,23.0,AS,EU
Kuwait,France,11.0,AS,EU
