,year,CTY_CODE,CTYNAME,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
945,2010,4120,United Kingdom,3198.563623,4344.174075,4244.640483,3822.72414,3702.6596600000003,4558.5752840000005,4402.426670000001,4493.841835,4141.955301,4225.545133,4181.3605689999995,4488.929252,49805.39603,3823.1797840000004,4001.4466439999997,4654.091163,3799.5810770000003,3811.0502109999998,4192.163913,4041.471964,3870.5720469999997,3912.946469,4279.075198,3862.6383509999996,4162.094226,48410.31105
946,2011,4120,United Kingdom,3619.513157,3510.968882,4695.7534829999995,4036.070803,4728.684248,4275.40729,4289.656207999999,4400.649093,4120.736790999999,4430.964139,4414.544493,4739.148882,51262.09747,4136.175904,3676.7066950000003,5282.475846,4716.661045000001,4786.222595,4936.556522,4595.992808,4606.379724,5258.409639,4507.198681,4453.897894,4909.616137,55866.29349
947,2012,4120,United Kingdom,4285.942155,4236.505261,5064.179748,4463.444281,4844.417700999999,4419.825503,4604.358544,4909.6951659999995,4220.523115,4859.033609,4733.137538,4321.37653,54962.43915,4581.022214,5271.067000999999,5380.78683,4702.458397,4440.875225,4550.22896,4421.4970140000005,4249.430829999999,4556.497535,4358.122651,4287.56751,4050.9593229999996,54850.51349
948,2013,4120,United Kingdom,3949.266632,3910.783339,4513.904879,4328.005587,4604.134305,4409.16943,0.0,0.0,0.0,0.0,0.0,0.0,25715.26417,3914.8115450000005,4274.7903479999995,4212.624997999999,3480.1089049999996,4066.4434420000002,4545.759469,0.0,0.0,0.0,0.0,0.0,0.0,24494.53871
955,2007,4190,Ireland,2657.39232,2452.677065,3138.8972329999997,2666.3409469999997,2779.0509920000004,2365.7267690000003,2299.028475,2529.64262,2007.484459,2836.132484,2593.3221510000003,2119.34482,30445.040339999996,685.944051,749.726565,766.969841,551.066341,631.382196,595.5260049999999,503.501841,556.6232980000001,727.991219,797.195194,628.5410059999999,582.502218,7776.969775
956,2008,4190,Ireland,2269.983663,2783.188723,2668.386606,2707.099032,2640.000659,2383.755696,2649.0960600000003,2370.545752,2610.623458,2995.332143,2296.725911,2971.744938,31346.48264,634.917117,776.258992,789.549853,669.227711,527.950822,761.1995519999999,571.533406,529.47075,608.6268759999999,590.148121,504.27379400000007,647.668498,7610.825492
957,2009,4190,Ireland,2331.139993,2347.2540480000002,2603.4222809999997,2755.0456280000003,2343.361679,2373.408166,2567.777148,2007.9446100000002,2293.740729,2587.162568,1964.736151,1925.584523,28100.57752,669.6514980000001,703.692171,741.460214,648.234096,722.0054700000001,688.972921,495.315093,424.089444,579.1764410000001,470.682689,860.099166,461.623559,7465.002762
958,2010,4190,Ireland,2352.253592,2684.489846,3063.783963,2158.8747510000003,2886.463278,2899.1214449999998,2727.614951,2871.0448,3035.6157989999997,3118.342082,2932.160194,3118.263666,33848.02837,761.8333,577.820427,743.581875,802.998622,686.691333,555.430774,403.213685,392.166199,636.160884,580.815105,620.865266,514.264383,7275.841853
959,2011,4190,Ireland,2658.862857,3408.4932729999996,3311.6322149999996,3638.270232,2971.679913,3518.173953,3061.387354,3423.548887,3052.457487,3396.2589049999997,3500.130639,3433.932604,39374.82832,716.817166,760.302941,832.8441019999999,582.352417,542.433487,576.4684639999999,537.9430160000001,581.053844,658.3145549999999,519.004272,567.434633,770.4917360000001,7645.460633
960,2012,4190,Ireland,2994.113499,2810.3488030000003,2859.390468,2760.660025,3370.1954020000003,2960.887108,3044.207573,2899.360983,2248.789657,2495.240398,2783.25011,2100.317493,33326.76152,602.088538,675.375211,794.984541,717.181067,531.81717,667.832501,420.268704,547.717203,561.995276,663.748634,472.751841,736.086221,7391.846906999999
961,2013,4190,Ireland,2553.470415,2670.875666,2675.567269,2979.597856,2764.6859879999997,1948.7356170000003,0.0,0.0,0.0,0.0,0.0,0.0,15592.93281,633.3494919999999,512.620995,530.087122,580.942062,506.512148,575.160844,0.0,0.0,0.0,0.0,0.0,0.0,3338.672663
968,2007,4210,Netherlands,1164.0761619999998,996.775675,1500.670967,1435.9985869999998,1360.521615,1707.8776510000002,1545.410163,1701.3863780000001,1722.0074920000002,2094.032275,1525.7616679999999,1648.619551,18403.13818,3016.182563,2530.916357,3115.454695,2830.038972,2610.364299,2591.490212,2471.375353,2726.559345,2563.521804,2568.824659,2668.532473,3143.698217,32836.95895
969,2008,4210,Netherlands,1469.755514,1517.68041,1567.727404,1753.1059899999998,2046.833334,2361.73045,1987.826935,1727.699687,1782.583396,2073.342698,1633.398332,1201.228175,21122.912330000003,3204.4661539999997,3461.889884,3429.2463770000004,3253.341838,3176.0147739999998,3296.850171,3602.571979,3708.3368450000003,2837.3370609999997,3215.663099,3319.8011460000002,3213.9575640000003,39719.47689
970,2009,4210,Netherlands,1186.381695,1286.480475,1299.774723,1247.5867449999998,1256.147512,1434.8480220000001,1340.496667,1310.272951,1530.623318,1269.375102,1633.00307,1303.470191,16098.460469999998,2399.848733,2703.781751,2829.115806,3052.167772,2805.236352,2544.776941,2622.962999,2463.013594,2670.0513579999997,2597.6323039999997,2890.963181,2661.966865,32241.51766
971,2010,4210,Netherlands,1397.73115,1465.816535,1617.791395,1480.791084,1479.134372,1630.456135,1895.4295690000001,1815.8309800000002,1456.2894609999998,1684.8502839999999,1277.678947,1853.6577989999998,19055.45771,2484.169193,2435.364692,2610.964372,2668.087293,2719.31464,3177.213591,2841.905378,2821.37226,3080.6865,3348.071618,3273.846826,3279.305768,34740.302130000004
972,2011,4210,Netherlands,1508.1305320000001,1966.13145,1812.49783,2217.3664489999996,2056.0341120000003,2817.2448170000002,1626.8709529999999,1772.68302,2115.687996,1515.147514,1900.0138170000002,2147.144956,23454.95345,3051.913237,2902.4319530000002,3728.810121,3658.39409,3841.5580659999996,3422.372264,3425.224325,3627.1830609999997,3824.740192,3651.758144,3380.128628,3644.9160130000005,42159.430089999994
973,2012,4210,Netherlands,1955.0580420000001,1738.0244690000002,2161.622899,1990.574423,1752.9672030000002,2191.947619,1690.984257,1883.8088309999998,1906.36842,1598.36944,1789.883057,1597.849911,22257.45857,3434.087632,2944.2906829999997,3508.59411,3259.761585,3388.331612,3755.139204,3182.035618,3434.942158,3127.943108,3418.464554,3313.201545,3860.433282,40627.22509
974,2013,4210,Netherlands,1786.826904,1867.0743870000001,1817.2810600000003,1795.9960230000002,1538.416124,1431.979868,0.0,0.0,0.0,0.0,0.0,0.0,10237.57437,2912.1117329999997,3103.006678,3441.458035,3444.0638240000003,3442.482403,3388.699607,0.0,0.0,0.0,0.0,0.0,0.0,19731.82228
981,2007,4231,Belgium,1136.203813,1094.000021,1328.873381,1257.98476,1368.535231,1593.176962,1340.47835,1148.464884,1055.73095,1416.5147650000001,1400.076828,1141.139985,15281.179930000002,1822.9395719999998,1866.098604,2104.665846,1963.868811,2211.54839,2205.579717,2004.57011,2155.5170000000003,2249.3567829999997,2241.208634,2276.493897,2156.671441,25258.5188
982,2008,4231,Belgium,1352.9090310000001,1674.77069,1569.839422,1611.0210220000001,1575.1605029999998,1667.044093,1806.240222,1056.122627,1386.101196,1414.781244,1118.276887,1075.797033,17308.06397,2227.502395,2396.025923,2571.2432440000002,2344.661908,2715.724546,2788.5850809999997,2628.4683219999997,2532.980974,2221.3773920000003,2410.612101,2112.557136,1953.742847,28903.48187
983,2009,4231,Belgium,914.7690859999999,808.008155,1191.1509640000002,1181.48623,984.8364220000001,995.059493,1305.970031,846.7409269999999,1168.0324779999999,1184.630183,1378.077239,1866.9175539999999,13825.678759999999,1752.0577079999998,1673.749855,1820.096636,1644.0202279999999,1889.3885129999999,1874.713439,1790.8503260000002,1680.664346,1822.449295,1929.9785170000002,1771.943681,1957.814649,21607.72719
984,2010,4231,Belgium,1561.633243,1016.1315390000001,1499.700755,1050.597984,1289.575207,1498.255997,1539.491395,1011.293674,1183.619242,1519.3236789999999,1244.766288,1137.491547,15551.88055,1851.8992010000002,1781.686357,2207.508013,2034.6868149999998,2063.9048190000003,2342.7499620000003,2008.801454,2238.271625,2130.662175,2327.31419,2202.778343,2267.719563,25457.982519999998
985,2011,4231,Belgium,1230.416851,1565.855368,1935.801256,1361.038518,1553.761757,1582.686978,1502.6084529999998,1214.8126869999999,1436.974216,1461.390142,1194.062302,1392.181126,17431.58965,2105.899031,2334.657636,2675.0706760000003,2573.50249,2417.190497,2533.1591350000003,2540.544725,2466.553786,2511.523815,2678.490423,2657.326766,2420.136983,29914.05596
986,2012,4231,Belgium,1279.1130640000001,1226.281942,1500.1023539999999,1397.2080529999998,1867.871768,1383.185062,1519.027841,1308.721099,1269.88342,1533.892971,1592.740497,1485.76747,17363.79554,2212.0000600000003,2502.838479,2926.4524920000003,2371.566277,2643.0204,2580.0982129999998,2219.191018,2536.577901,2265.710195,2375.76955,2459.4107289999997,2355.913234,29448.54855
987,2013,4231,Belgium,1544.8106599999999,1301.071637,1465.370067,1602.0394720000002,1826.211682,1521.448269,0.0,0.0,0.0,0.0,0.0,0.0,9260.951787,2175.090735,2326.998621,2665.940755,2927.834422,2808.923607,2946.565084,0.0,0.0,0.0,0.0,0.0,0.0,15851.353219999999
994,2007,4239,Luxembourg,49.700184,44.457474,40.690197999999995,41.831307,42.073756,44.517087,59.481224,38.655763,43.335392999999996,54.336980000000004,33.085718,34.048404999999995,526.213489,41.453596000000005,42.811674,55.388954000000005,66.687556,53.213637,50.771539000000004,42.503703,239.997906,39.92718,209.59647900000002,37.980545,45.217011,925.54978
995,2008,4239,Luxembourg,33.671073,43.098209999999995,44.639666,52.999352,48.437102,38.146194,50.248501,46.458452,62.721026,45.651697,43.292093,26.771295000000002,536.134661,44.825782000000004,56.92388199999999,77.896214,64.914596,73.394082,65.3955,228.684962,82.805376,73.122677,74.351833,60.68312099999999,85.037428,988.035453
996,2009,4239,Luxembourg,34.043906,15.123335999999998,21.51065,23.099059,12.278153999999999,24.905973,22.073439,22.983981,177.247986,32.189758000000005,21.046029,36.363141,442.865412,72.772228,74.347739,106.56739499999999,91.275272,137.511903,66.092207,107.349096,70.348244,145.645359,158.403822,105.438125,156.309869,1292.061259
997,2010,4239,Luxembourg,31.909768,21.125044,36.019621,37.927521,48.106043,34.919596000000006,57.081718,39.662859999999995,30.843896,39.218977,31.495990999999997,42.382915999999994,450.69395099999997,120.964377,120.031077,120.058866,113.95308700000001,161.752643,146.01088000000001,94.440325,114.686007,119.14497800000001,101.124399,112.27981799999999,115.227251,1439.673708
998,2011,4239,Luxembourg,31.312148999999998,27.536601,97.829864,33.481443,51.012467,50.073099,43.665348,34.353307,23.649929,34.271522,35.69732,32.229915999999996,495.11296500000003,116.62318700000002,117.523053,140.313042,75.933521,65.255499,125.950644,70.52434000000001,79.136372,160.76206399999998,417.32059100000004,62.943416000000006,152.88282,1585.168549
999,2012,4239,Luxembourg,31.560143,25.771221,73.773315,35.111005,35.144913,44.725046999999996,40.522418,52.676667,37.290913,92.212089,42.158575,38.861531,549.8078370000001,71.06490600000001,188.227706,306.763645,72.893919,308.680584,66.13681899999999,84.59024699999999,58.916447,258.139358,56.678291,308.534254,121.76978100000001,1902.395957
1000,2013,4239,Luxembourg,123.37185500000001,55.498976,56.010481000000006,40.493949,50.223915999999996,42.4784,0.0,0.0,0.0,0.0,0.0,0.0,368.077577,91.301265,111.100404,271.497312,104.763508,277.31622000000004,165.098117,0.0,0.0,0.0,0.0,0.0,0.0,1021.076826
1007,2007,4271,Andorra,0.112935,0.075237,0.023299,0.047294,0.016031999999999998,0.015137999999999999,0.028135000000000004,0.0061189999999999994,0.00034700000000000003,0.062274,0.005454,0.046157,0.438421,0.7867350000000001,1.1974690000000001,1.7851689999999998,1.343016,0.47498599999999996,2.292712,1.4031120000000001,0.657978,1.426886,0.562933,1.8614970000000002,0.671395,14.463888
1008,2008,4271,Andorra,0.06346,0.137914,0.127524,0.058557000000000005,0.012003,0.12873800000000002,0.06303500000000001,0.042674000000000004,0.061015999999999994,0.00428,0.025322,0.147296,0.871819,0.44788599999999995,1.342208,1.164891,1.93383,1.2010969999999999,0.885575,1.874872,1.5351190000000001,1.615461,1.506078,1.570323,0.646134,15.723474
1009,2009,4271,Andorra,0.029818,0.077856,0.052583000000000005,0.042351,0.0039759999999999995,0.028676,0.027280000000000002,0.06833099999999999,0.03436,0.05561699999999999,0.014584999999999999,0.092943,0.5283760000000001,0.26213800000000004,0.6058140000000001,4.143223,0.333189,0.266717,0.46309799999999995,0.250535,0.31566,0.7536729999999999,0.551434,0.691488,0.789393,9.426362
1010,2010,4271,Andorra,0.08086,0.049898000000000005,0.059524,0.018802000000000003,0.019306999999999998,0.016577,0.014204,0.037467,0.002964,0.090544,0.071142,0.014688,0.47597700000000004,0.115158,0.338223,1.0061870000000002,1.2811549999999998,0.510049,0.9868530000000001,0.88521,0.057576,0.340388,1.463663,0.404358,0.29325999999999997,7.68208
1011,2011,4271,Andorra,0.085122,0.055554,0.020062,0.033986,0.038776,0.050004,0.01829,0.006613,0.00027,0.255617,0.000608,0.051421,0.616323,0.066727,0.7822100000000001,0.8229780000000001,0.866506,0.5887399999999999,0.233258,0.554165,0.393586,0.415596,0.04865,0.297157,0.091699,5.161272
1012,2012,4271,Andorra,0.070849,0.025338,0.001038,0.015903,0.093761,0.012555,0.014171000000000001,0.0029649999999999998,0.009711,0.030862999999999998,0.030327999999999997,0.12133599999999999,0.42881800000000003,0.12266800000000001,0.166921,0.218021,0.131686,0.187612,0.584471,0.271752,0.06859,0.134748,0.1134,0.21314499999999997,0.025353,2.2383669999999998
1013,2013,4271,Andorra,0.092027,0.12474600000000001,0.066701,0.415811,0.070898,0.026920999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.797104,0.155372,0.09614400000000001,0.412079,0.391031,1.38783,0.125644,0.0,0.0,0.0,0.0,0.0,0.0,2.5681
1020,2007,4272,Monaco,1.653025,1.474801,1.2418,1.321692,2.109656,1.5637450000000002,2.856762,3.213825,2.027278,1.562808,1.0726959999999999,1.3115809999999999,21.409669,2.4516720000000003,3.6141550000000002,0.9336690000000001,2.1769990000000004,2.007719,2.48453,1.379921,12.044893,1.537276,11.981505,1.222592,0.922723,42.757653999999995
1021,2008,4272,Monaco,1.9826709999999999,1.824414,1.081043,1.048983,2.6221330000000003,2.6972240000000003,2.8212349999999997,1.386384,1.7256759999999998,1.401877,1.663182,2.007268,22.26209,2.417123,0.921899,1.406301,1.362316,1.299452,4.693715,1.769308,13.287381,0.41388,5.432847,8.879335000000001,20.851398,62.73495500000001
1022,2009,4272,Monaco,1.2939040000000002,0.740693,1.5695860000000001,1.208525,23.255678,2.85731,1.731423,1.421397,1.014767,1.515096,0.929552,1.173333,38.711264,0.685079,1.943416,1.788454,1.451173,0.801467,2.093326,0.9121809999999999,1.247816,2.256941,2.042987,1.521484,1.224587,17.968911
1023,2010,4272,Monaco,1.061657,3.4407089999999996,1.750895,1.090485,0.9162299999999999,1.12665,1.626614,1.588789,2.303303,2.3951830000000003,2.917279,4.2732529999999995,24.491047000000002,2.623812,1.331081,1.739123,10.619315,2.541288,22.923335,1.8920560000000002,2.879604,1.412674,0.386768,0.6396970000000001,0.204014,49.192766999999996
1024,2011,4272,Monaco,4.023823,1.058632,2.922002,2.040891,2.643535,2.991473,1.900523,2.775169,2.470723,2.477759,2.851067,2.2610490000000003,30.416646000000004,2.597441,0.40621399999999996,3.5399510000000003,1.6089149999999999,1.8380130000000001,2.323346,0.934809,3.6050190000000004,1.431664,0.8668799999999999,1.13327,0.37849,20.664012
1025,2012,4272,Monaco,2.421247,6.513657,1.746959,2.1107139999999998,3.3812839999999995,2.607479,72.202703,1.59004,2.837542,3.061773,2.10392,1.8252220000000001,102.40254,1.8000450000000001,1.3497370000000002,0.889021,6.246057,3.243747,3.205079,1.35014,0.868475,1.412245,1.454277,1.783449,0.703808,24.306079999999998
1026,2013,4272,Monaco,3.9730309999999998,1.815223,1.411067,2.705924,2.193102,2.631965,0.0,0.0,0.0,0.0,0.0,0.0,14.730312,1.322674,5.452614,1.529302,2.218963,4.490162000000001,419.299223,0.0,0.0,0.0,0.0,0.0,0.0,434.312938
1033,2007,4279,France,2960.541485,2976.38964,3710.739412,3495.2741450000003,3207.737552,3541.208986,3966.2337310000003,3436.9470950000004,3400.238874,4148.253333,3636.035261,3073.1116079999997,41552.71112,2272.98178,2158.645323,2335.541112,2067.591816,2280.222748,2273.592951,2076.986378,2049.072686,2242.630983,2506.037314,2251.776943,2160.889713,26675.96975
1034,2008,4279,France,3342.495182,3669.5009880000002,3715.5164670000004,3871.17252,3568.787325,3964.0189659999996,4051.0868130000003,3508.4009149999997,3623.126664,4062.204224,3313.598324,3359.427314,44049.3357,2145.567325,2241.228765,2599.9175210000003,2512.483034,2774.455371,2410.9389690000003,2359.290873,2511.164825,2227.020121,2570.328414,2196.994246,2290.707474,28840.096939999996
1035,2009,4279,France,2691.5744329999998,2485.91149,3178.1472559999997,2808.567074,2515.4090100000003,3013.47068,3176.341695,2475.172243,2818.034487,2995.840098,3034.0775399999998,3043.496951,34236.04296,2217.355607,2499.840461,2260.5884899999996,2376.3064670000003,1987.0867469999998,2457.531468,1875.501722,1858.7282059999998,2065.651793,2425.3690899999997,2215.782754,2253.266545,26493.00935
1036,2010,4279,France,2555.7319239999997,2609.826983,3886.9733539999997,3364.336342,2867.51405,3171.962768,3256.897145,3002.69278,3477.539672,3221.671362,3401.7911289999997,3538.5556119999997,38355.49312,2011.08256,2034.7496760000001,2360.5250579999997,2232.1913,2242.3241199999998,2050.534288,1981.324753,2061.3077190000004,2265.164499,2534.508871,2449.980049,2746.259046,26969.95194
1037,2011,4279,France,2798.111841,2821.02704,3742.352101,3421.5043149999997,3414.343379,3260.161293,3258.273814,3157.5847129999997,3105.02302,3899.306126,3639.847125,3531.548667,40049.08343,2211.243359,2290.852101,2494.9967850000003,2755.075841,2389.746898,2185.9528179999998,2060.634129,2309.285493,2296.7560719999997,2364.315071,2277.154785,2166.130626,27802.14398
